Generation,Best CP,Best CO,Best CO_Score,Mean CO_Score,Routes
1312,15.54335260115607,71.0,71.0,145.26829268292684,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1313,15.54335260115607,71.0,71.0,131.5609756097561,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1314,15.54335260115607,71.0,71.0,124.25581395348837,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1315,15.54335260115607,71.0,71.0,119.78571428571429,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1316,15.54335260115607,71.0,71.0,107.13513513513513,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1317,15.54335260115607,71.0,71.0,116.91666666666667,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1318,15.54335260115607,71.0,71.0,122.17391304347827,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1319,15.54335260115607,71.0,71.0,122.02325581395348,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1320,15.54335260115607,71.0,71.0,129.20454545454547,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1321,15.54335260115607,71.0,71.0,137.65116279069767,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1322,15.54335260115607,71.0,71.0,121.925,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1323,15.54335260115607,71.0,71.0,128.3095238095238,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1324,15.54335260115607,71.0,71.0,122.25,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1325,15.54335260115607,71.0,71.0,115.42857142857143,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1326,15.54335260115607,71.0,71.0,130.06976744186048,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1327,15.54335260115607,71.0,71.0,119.11627906976744,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1328,15.54335260115607,71.0,71.0,137.175,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1329,15.54335260115607,71.0,71.0,108.93333333333334,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1330,15.54335260115607,71.0,71.0,134.4318181818182,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1331,15.54335260115607,71.0,71.0,116.875,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1332,15.54335260115607,71.0,71.0,141.7659574468085,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1333,15.54335260115607,71.0,71.0,133.0,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1334,15.54335260115607,71.0,71.0,133.48837209302326,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1335,15.54335260115607,71.0,71.0,114.2051282051282,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1336,15.54335260115607,71.0,71.0,126.47916666666667,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1337,15.54335260115607,71.0,71.0,122.54761904761905,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1338,15.54335260115607,71.0,71.0,107.52272727272727,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1339,15.54335260115607,71.0,71.0,111.75,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1340,15.54335260115607,71.0,71.0,129.0212765957447,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1341,15.54335260115607,71.0,71.0,112.07692307692308,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1342,15.54335260115607,71.0,71.0,124.54761904761905,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1343,15.54335260115607,71.0,71.0,128.82978723404256,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1344,15.54335260115607,71.0,71.0,125.9047619047619,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1345,15.54335260115607,71.0,71.0,112.1,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1346,15.54335260115607,71.0,71.0,121.38461538461539,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1347,15.54335260115607,71.0,71.0,130.45,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1348,15.54335260115607,71.0,71.0,118.82608695652173,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1349,15.54335260115607,71.0,71.0,136.55555555555554,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1350,15.54335260115607,71.0,71.0,157.2391304347826,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1351,15.54335260115607,71.0,71.0,136.42857142857142,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1352,15.54335260115607,71.0,71.0,130.80434782608697,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1353,15.54335260115607,71.0,71.0,115.56410256410257,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1354,15.54335260115607,71.0,71.0,141.70731707317074,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1355,15.54335260115607,71.0,71.0,119.45,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1356,15.54335260115607,71.0,71.0,135.3409090909091,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1357,15.54335260115607,71.0,71.0,137.75555555555556,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1358,15.54335260115607,71.0,71.0,157.64444444444445,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1359,15.54335260115607,71.0,71.0,128.6341463414634,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1360,15.54335260115607,71.0,71.0,128.52083333333334,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1361,15.54335260115607,71.0,71.0,108.53846153846153,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1362,15.54335260115607,71.0,71.0,138.85714285714286,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1363,15.54335260115607,71.0,71.0,128.975,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1364,15.54335260115607,71.0,71.0,128.25,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1365,15.54335260115607,71.0,71.0,130.51162790697674,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1366,15.54335260115607,71.0,71.0,114.9047619047619,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1367,15.54335260115607,71.0,71.0,148.1219512195122,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1368,15.54335260115607,71.0,71.0,135.93333333333334,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1369,15.54335260115607,71.0,71.0,120.81818181818181,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1370,15.54335260115607,71.0,71.0,121.46666666666667,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1371,15.54335260115607,71.0,71.0,135.88888888888889,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1372,15.54335260115607,71.0,71.0,132.02380952380952,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1373,15.54335260115607,71.0,71.0,130.82926829268294,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1374,15.54335260115607,71.0,71.0,120.77777777777777,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1375,15.54335260115607,71.0,71.0,147.38636363636363,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1376,15.54335260115607,71.0,71.0,126.35897435897436,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1377,15.54335260115607,71.0,71.0,135.41463414634146,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1378,15.54335260115607,71.0,71.0,130.9047619047619,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1379,15.54335260115607,71.0,71.0,124.25581395348837,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1380,15.54335260115607,71.0,71.0,151.2093023255814,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1381,15.54335260115607,71.0,71.0,136.9047619047619,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1382,15.54335260115607,71.0,71.0,147.2093023255814,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1383,15.54335260115607,71.0,71.0,138.93333333333334,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1384,15.54335260115607,71.0,71.0,169.0952380952381,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1385,15.54335260115607,71.0,71.0,116.23076923076923,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1386,15.54335260115607,71.0,71.0,131.36363636363637,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1387,15.54335260115607,71.0,71.0,121.4054054054054,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1388,15.54335260115607,71.0,71.0,110.97368421052632,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1389,15.54335260115607,71.0,71.0,118.12820512820512,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1390,15.54335260115607,71.0,71.0,150.97674418604652,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1391,15.54335260115607,71.0,71.0,122.61702127659575,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1392,15.54335260115607,71.0,71.0,130.85365853658536,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1393,15.54335260115607,71.0,71.0,143.94871794871796,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1394,15.54335260115607,71.0,71.0,153.66666666666666,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1395,15.54335260115607,71.0,71.0,111.725,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1396,15.54335260115607,71.0,71.0,127.22222222222223,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1397,15.54335260115607,71.0,71.0,128.95744680851064,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1398,15.54335260115607,71.0,71.0,131.75,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1399,15.54335260115607,71.0,71.0,150.64444444444445,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1400,15.54335260115607,71.0,71.0,139.08695652173913,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1401,15.54335260115607,71.0,71.0,136.27272727272728,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1402,15.54335260115607,71.0,71.0,121.85714285714286,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1403,15.54335260115607,71.0,71.0,112.45454545454545,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1404,15.54335260115607,71.0,71.0,113.02631578947368,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1405,15.54335260115607,71.0,71.0,136.84615384615384,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1406,15.54335260115607,71.0,71.0,119.14285714285714,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1407,15.54335260115607,71.0,71.0,111.07142857142857,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1408,15.54335260115607,71.0,71.0,120.08571428571429,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1409,15.54335260115607,71.0,71.0,126.8048780487805,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1410,15.54335260115607,71.0,71.0,129.2051282051282,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1411,15.54335260115607,71.0,71.0,127.35897435897436,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1412,15.54335260115607,71.0,71.0,130.8372093023256,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1413,15.54335260115607,71.0,71.0,112.25,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1414,15.54335260115607,71.0,71.0,113.78571428571429,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1415,15.54335260115607,71.0,71.0,129.4418604651163,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1416,15.54335260115607,71.0,71.0,109.48648648648648,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1417,15.54335260115607,71.0,71.0,123.82051282051282,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1418,15.54335260115607,71.0,71.0,121.04878048780488,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1419,15.54335260115607,71.0,71.0,132.3409090909091,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1420,15.54335260115607,71.0,71.0,128.0,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1421,15.54335260115607,71.0,71.0,118.27027027027027,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1422,15.54335260115607,71.0,71.0,127.74468085106383,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1423,15.54335260115607,71.0,71.0,121.57894736842105,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1424,15.54335260115607,71.0,71.0,131.26190476190476,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1425,15.54335260115607,71.0,71.0,127.15,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1426,15.54335260115607,71.0,71.0,111.70731707317073,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1427,15.54335260115607,71.0,71.0,126.30952380952381,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1428,15.54335260115607,71.0,71.0,129.76315789473685,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1429,15.54335260115607,71.0,71.0,118.1891891891892,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1430,15.54335260115607,71.0,71.0,144.34782608695653,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1431,15.54335260115607,71.0,71.0,148.45454545454547,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1432,15.54335260115607,71.0,71.0,131.17777777777778,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1433,15.54335260115607,71.0,71.0,132.4318181818182,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1434,15.54335260115607,71.0,71.0,125.64285714285714,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1435,15.54335260115607,71.0,71.0,123.65116279069767,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1436,15.54335260115607,71.0,71.0,133.73809523809524,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1437,15.54335260115607,71.0,71.0,118.65853658536585,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1438,15.54335260115607,71.0,71.0,135.46808510638297,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1439,15.54335260115607,71.0,71.0,130.375,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1440,15.54335260115607,71.0,71.0,118.65116279069767,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1441,15.54335260115607,71.0,71.0,132.67391304347825,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1442,15.54335260115607,71.0,71.0,136.5681818181818,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1443,15.54335260115607,71.0,71.0,116.575,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1444,15.54335260115607,71.0,71.0,116.375,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1445,15.54335260115607,71.0,71.0,129.88095238095238,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1446,15.54335260115607,71.0,71.0,124.80434782608695,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1447,15.54335260115607,71.0,71.0,121.28571428571429,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1448,15.54335260115607,71.0,71.0,131.90243902439025,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1449,15.54335260115607,71.0,71.0,107.35135135135135,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1450,15.54335260115607,71.0,71.0,127.3,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1451,15.54335260115607,71.0,71.0,135.23076923076923,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1452,15.54335260115607,71.0,71.0,117.60526315789474,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1453,15.54335260115607,71.0,71.0,110.68571428571428,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1454,15.54335260115607,71.0,71.0,134.69767441860466,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1455,15.54335260115607,71.0,71.0,135.33333333333334,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1456,15.54335260115607,71.0,71.0,116.29729729729729,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1457,15.54335260115607,71.0,71.0,131.11904761904762,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
1458,15.54335260115607,71.0,71.0,124.90243902439025,"[[10, 7, 15], [2, 3, 6], [12, 11, 10, 13, 14], [15, 9], [2, 1], [7, 15, 8, 6, 4, 5]]"
