Generation,Best CP,Best CO,Best Score,Mean Score,Routes
446,11.908156711624919,99.0,224593.5,284588.1785714286,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
447,11.908156711624919,99.0,224593.5,291675.8780487805,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
448,11.908156711624919,99.0,224593.5,300549.17142857146,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
449,11.908156711624919,99.0,224593.5,293607.65853658534,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
450,11.908156711624919,99.0,224593.5,267648.3333333333,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
451,11.908156711624919,99.0,224593.5,265782.8289473684,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
452,11.908156711624919,99.0,224593.5,297290.925,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
453,11.908156711624919,99.0,224593.5,298845.9868421053,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
454,11.908156711624919,99.0,224593.5,269416.8947368421,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
455,11.908156711624919,99.0,224593.5,275247.76829268294,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
456,11.908156711624919,99.0,224593.5,309796.53658536583,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
457,11.908156711624919,99.0,224593.5,265884.2625,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
458,11.908156711624919,99.0,224593.5,311663.4512195122,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
459,11.908156711624919,99.0,224593.5,258819.42857142858,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
460,11.908156711624919,99.0,224593.5,305464.21428571426,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
461,11.908156711624919,99.0,224593.5,280867.5,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
462,11.908156711624919,99.0,224593.5,257097.33333333334,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
463,11.908156711624919,99.0,224593.5,284037.5131578947,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
464,11.908156711624919,99.0,224593.5,275320.5,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
465,11.908156711624919,99.0,224593.5,282007.1931818182,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
466,11.908156711624919,99.0,224593.5,253333.3076923077,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
467,11.908156711624919,99.0,224593.5,273410.75675675675,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
468,11.908156711624919,99.0,224593.5,261000.91666666666,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
469,11.908156711624919,99.0,224593.5,291958.26923076925,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
470,11.908156711624919,99.0,224593.5,270317.743902439,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
471,11.90237636480411,99.0,224526.0,282344.52127659577,"[[10, 13, 14], [8, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
472,11.90237636480411,99.0,224526.0,313000.4666666667,"[[10, 13, 14], [8, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
473,11.90237636480411,99.0,224526.0,301924.5375,"[[10, 13, 14], [8, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
474,11.90237636480411,99.0,224526.0,276266.28571428574,"[[10, 13, 14], [8, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
475,11.90237636480411,99.0,224526.0,277414.9772727273,"[[10, 13, 14], [8, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
476,11.90237636480411,99.0,224526.0,275583.65853658534,"[[10, 13, 14], [8, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
477,11.90237636480411,99.0,224526.0,275374.7195121951,"[[10, 13, 14], [8, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
478,11.90237636480411,99.0,224526.0,285454.8292682927,"[[10, 13, 14], [8, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
479,11.90237636480411,99.0,224526.0,256002.07894736843,"[[10, 13, 14], [8, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
480,11.90237636480411,99.0,224526.0,285777.57692307694,"[[10, 13, 14], [8, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
481,11.90237636480411,99.0,224526.0,266996.4512195122,"[[10, 13, 14], [8, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
482,11.90237636480411,99.0,224526.0,296480.6931818182,"[[10, 13, 14], [8, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
483,11.90237636480411,99.0,224526.0,259173.0,"[[10, 13, 14], [8, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
484,11.90237636480411,99.0,224526.0,297410.4456521739,"[[10, 13, 14], [8, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
485,11.90237636480411,99.0,224526.0,272580.3068181818,"[[10, 13, 14], [8, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
486,11.90237636480411,99.0,224526.0,299380.8333333333,"[[10, 13, 14], [8, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
487,11.90237636480411,99.0,224526.0,270553.7926829268,"[[10, 13, 14], [8, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
488,11.90237636480411,99.0,224526.0,283996.9285714286,"[[10, 13, 14], [8, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
489,11.90237636480411,99.0,224526.0,288392.14285714284,"[[10, 13, 14], [8, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
490,11.90237636480411,99.0,224526.0,255508.6125,"[[10, 13, 14], [8, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
491,11.90237636480411,99.0,224526.0,302059.28571428574,"[[10, 13, 14], [8, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4, 5], [10, 8, 6, 15, 7]]"
492,11.926140012845215,96.0,222211.5,268018.3461538461,"[[10, 13, 14], [7, 15, 9], [6, 4, 5, 2], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15, 7]]"
493,11.926140012845215,96.0,222211.5,256562.1923076923,"[[10, 13, 14], [7, 15, 9], [6, 4, 5, 2], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15, 7]]"
494,11.926140012845215,96.0,222211.5,273925.59375,"[[10, 13, 14], [7, 15, 9], [6, 4, 5, 2], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15, 7]]"
495,11.987797045600514,95.0,222067.5,268490.5568181818,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15, 7]]"
496,11.987797045600514,95.0,222067.5,274968.60638297873,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15, 7]]"
497,12.0199100834939,93.0,220714.5,271281.62790697673,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
498,12.0199100834939,93.0,220714.5,269329.4659090909,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
499,12.0199100834939,93.0,220714.5,269469.6951219512,"[[10, 13, 14], [7, 15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
500,11.997430956968529,93.0,220452.0,282124.3125,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15, 7]]"
501,11.997430956968529,93.0,220452.0,265659.0,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15, 7]]"
502,11.997430956968529,93.0,220452.0,268321.0227272727,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15, 7]]"
503,12.029543994861914,91.0,219099.0,246273.89285714287,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
504,12.029543994861914,91.0,219099.0,266921.4666666667,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
505,12.029543994861914,91.0,219099.0,256563.04054054053,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
506,12.029543994861914,91.0,219099.0,251329.05405405405,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
507,12.029543994861914,91.0,219099.0,252979.60975609755,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
508,12.029543994861914,91.0,219099.0,263692.0,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
509,12.029543994861914,91.0,219099.0,259486.88461538462,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
510,12.029543994861914,91.0,219099.0,245839.61842105264,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
511,12.029543994861914,91.0,219099.0,270385.54285714286,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
512,12.029543994861914,91.0,219099.0,258595.79166666666,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
513,12.029543994861914,91.0,219099.0,275593.0125,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
514,12.029543994861914,91.0,219099.0,270547.76923076925,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
515,12.029543994861914,91.0,219099.0,264544.10714285716,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
516,12.029543994861914,91.0,219099.0,281187.9324324324,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
517,12.029543994861914,91.0,219099.0,271690.1538461539,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
518,12.029543994861914,91.0,219099.0,262060.3076923077,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
519,12.029543994861914,91.0,219099.0,277265.4,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
520,12.029543994861914,91.0,219099.0,287886.26086956525,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
521,12.029543994861914,91.0,219099.0,265551.2763157895,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
522,12.029543994861914,91.0,219099.0,296801.36363636365,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
523,12.029543994861914,91.0,219099.0,256337.76923076922,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
524,12.029543994861914,91.0,219099.0,236777.4705882353,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
525,12.029543994861914,91.0,219099.0,252425.88157894736,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
526,12.029543994861914,91.0,219099.0,282061.6153846154,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
527,12.029543994861914,91.0,219099.0,265530.875,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
528,12.029543994861914,91.0,219099.0,266728.9342105263,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
529,12.029543994861914,91.0,219099.0,274994.25,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
530,12.029543994861914,91.0,219099.0,289945.2083333333,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
531,12.029543994861914,91.0,219099.0,267630.3214285714,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
532,12.029543994861914,91.0,219099.0,293741.81707317074,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
533,12.029543994861914,91.0,219099.0,282030.72857142857,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
534,12.029543994861914,91.0,219099.0,282294.8048780488,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
535,12.029543994861914,91.0,219099.0,263554.7571428571,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
536,12.029543994861914,91.0,219099.0,272001.25,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
537,12.029543994861914,91.0,219099.0,258790.45714285714,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
538,12.029543994861914,91.0,219099.0,275260.7027027027,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
539,12.029543994861914,91.0,219099.0,257752.63636363635,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
540,12.029543994861914,91.0,219099.0,280625.95588235295,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
541,12.029543994861914,91.0,219099.0,290931.0,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
542,12.029543994861914,91.0,219099.0,293608.65,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
543,12.029543994861914,91.0,219099.0,284234.0833333333,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
544,12.029543994861914,91.0,219099.0,283340.2916666667,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
545,12.029543994861914,91.0,219099.0,256560.47368421053,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
546,12.029543994861914,91.0,219099.0,301927.6785714286,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
547,12.029543994861914,91.0,219099.0,275426.6707317073,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
548,12.029543994861914,91.0,219099.0,285318.73076923075,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
549,12.029543994861914,91.0,219099.0,255797.9605263158,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
550,12.029543994861914,91.0,219099.0,262834.3333333333,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
551,12.029543994861914,91.0,219099.0,288288.6785714286,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
552,12.029543994861914,91.0,219099.0,238552.625,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
553,12.029543994861914,91.0,219099.0,267256.2631578947,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
554,12.029543994861914,91.0,219099.0,258932.45833333334,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
555,12.029543994861914,91.0,219099.0,264120.26470588235,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
556,12.029543994861914,91.0,219099.0,259302.36486486485,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
557,12.029543994861914,91.0,219099.0,272074.32857142854,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
558,12.029543994861914,91.0,219099.0,283604.2875,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
559,12.029543994861914,91.0,219099.0,279583.03846153844,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
560,12.029543994861914,91.0,219099.0,270917.7083333333,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
561,12.029543994861914,91.0,219099.0,253597.22368421053,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
562,12.029543994861914,91.0,219099.0,301260.0,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
563,12.029543994861914,91.0,219099.0,275626.8552631579,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
564,12.029543994861914,91.0,219099.0,273546.2727272727,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
565,12.029543994861914,91.0,219099.0,258755.61428571428,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
566,12.029543994861914,91.0,219099.0,276115.7916666667,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
567,12.029543994861914,91.0,219099.0,270778.41891891893,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
568,12.029543994861914,91.0,219099.0,264179.14285714284,"[[10, 13, 14], [15, 9], [2, 3, 6, 4, 5], [12, 11, 10, 7, 15, 6, 3, 2, 1], [3, 2, 4], [10, 8, 6, 15]]"
