Generation,Best CP,Best CO,Best CO_Score,Mean CO_Score,Routes
665,17.59858702633269,66.0,66.0,142.53061224489795,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
666,17.59858702633269,66.0,66.0,144.26,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
667,17.59858702633269,66.0,66.0,146.75510204081633,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
668,17.59858702633269,66.0,66.0,137.46,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
669,17.59858702633269,66.0,66.0,126.6734693877551,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
670,17.59858702633269,66.0,66.0,159.38,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
671,17.59858702633269,66.0,66.0,120.0,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
672,17.59858702633269,66.0,66.0,130.27083333333334,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
673,17.59858702633269,66.0,66.0,122.92,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
674,17.59858702633269,66.0,66.0,140.26530612244898,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
675,17.59858702633269,66.0,66.0,136.51020408163265,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
676,17.59858702633269,66.0,66.0,138.0,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
677,17.59858702633269,66.0,66.0,148.57142857142858,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
678,17.59858702633269,66.0,66.0,144.48,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
679,17.59858702633269,66.0,66.0,144.02,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
680,17.59858702633269,66.0,66.0,133.07843137254903,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
681,17.59858702633269,66.0,66.0,127.66,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
682,17.59858702633269,66.0,66.0,139.66666666666666,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
683,17.59858702633269,66.0,66.0,153.0,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
684,17.59858702633269,66.0,66.0,134.16666666666666,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
685,17.59858702633269,66.0,66.0,144.56,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
686,17.59858702633269,66.0,66.0,162.2156862745098,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
687,17.59858702633269,66.0,66.0,143.12,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
688,17.59858702633269,66.0,66.0,132.24,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
689,17.59858702633269,66.0,66.0,145.86,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
690,17.59858702633269,66.0,66.0,122.78,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
691,17.59858702633269,66.0,66.0,132.42857142857142,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
692,17.59858702633269,66.0,66.0,118.28571428571429,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
693,17.59858702633269,66.0,66.0,141.95744680851064,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
694,17.59858702633269,66.0,66.0,137.54,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
695,17.59858702633269,66.0,66.0,133.9591836734694,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
696,17.59858702633269,66.0,66.0,120.97826086956522,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
697,17.59858702633269,66.0,66.0,145.7058823529412,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
698,17.59858702633269,66.0,66.0,147.84,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
699,17.59858702633269,66.0,66.0,141.18367346938774,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
700,17.59858702633269,66.0,66.0,136.72340425531914,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
701,17.59858702633269,66.0,66.0,146.01960784313727,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
702,17.59858702633269,66.0,66.0,138.48,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
703,17.59858702633269,66.0,66.0,151.46938775510205,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
704,17.59858702633269,66.0,66.0,134.18367346938774,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
705,17.59858702633269,66.0,66.0,133.54901960784315,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
706,17.59858702633269,66.0,66.0,140.52,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
707,17.59858702633269,66.0,66.0,135.08163265306123,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
708,17.59858702633269,66.0,66.0,134.5,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
709,17.59858702633269,66.0,66.0,132.36,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
710,17.59858702633269,66.0,66.0,127.78,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
711,17.59858702633269,66.0,66.0,133.33333333333334,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
712,17.59858702633269,66.0,66.0,133.84,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
713,17.59858702633269,66.0,66.0,130.02,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
714,17.59858702633269,66.0,66.0,137.06,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
715,17.59858702633269,66.0,66.0,134.6078431372549,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
716,17.59858702633269,66.0,66.0,144.14285714285714,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
717,17.59858702633269,66.0,66.0,156.58,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
718,17.59858702633269,66.0,66.0,132.61702127659575,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
719,17.59858702633269,66.0,66.0,162.24489795918367,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
720,17.59858702633269,66.0,66.0,134.44897959183675,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
721,17.59858702633269,66.0,66.0,128.5744680851064,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
722,17.59858702633269,66.0,66.0,143.44,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
723,17.59858702633269,66.0,66.0,133.12,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
724,17.59858702633269,66.0,66.0,136.78,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
725,17.59858702633269,66.0,66.0,143.27659574468086,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
726,17.59858702633269,66.0,66.0,120.25531914893617,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
727,17.59858702633269,66.0,66.0,142.9387755102041,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
728,17.59858702633269,66.0,66.0,142.30612244897958,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
729,17.59858702633269,66.0,66.0,142.8,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
730,17.59858702633269,66.0,66.0,155.44897959183675,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
731,17.59858702633269,66.0,66.0,156.18367346938774,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
732,17.59858702633269,66.0,66.0,132.47826086956522,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
733,17.59858702633269,66.0,66.0,130.04,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
734,17.59858702633269,66.0,66.0,138.31914893617022,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
735,17.59858702633269,66.0,66.0,146.5,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
736,17.59858702633269,66.0,66.0,128.12,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
737,17.59858702633269,66.0,66.0,149.89583333333334,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
738,17.59858702633269,66.0,66.0,150.48979591836735,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
739,17.59858702633269,66.0,66.0,152.51020408163265,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
740,17.59858702633269,66.0,66.0,132.10204081632654,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
741,17.59858702633269,66.0,66.0,137.01960784313727,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
742,17.59858702633269,66.0,66.0,129.94,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
743,17.59858702633269,66.0,66.0,125.04255319148936,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
744,17.59858702633269,66.0,66.0,147.72,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
745,17.59858702633269,66.0,66.0,129.14583333333334,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
746,17.59858702633269,66.0,66.0,126.29787234042553,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
747,17.59858702633269,66.0,66.0,144.3673469387755,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
748,17.59858702633269,66.0,66.0,118.34,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
749,17.59858702633269,66.0,66.0,145.5531914893617,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
750,17.59858702633269,66.0,66.0,138.85714285714286,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
751,17.59858702633269,66.0,66.0,135.92,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
752,17.59858702633269,66.0,66.0,144.9,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
753,17.59858702633269,66.0,66.0,124.36,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
754,17.59858702633269,66.0,66.0,133.68,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
755,17.59858702633269,66.0,66.0,135.4255319148936,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
756,17.59858702633269,66.0,66.0,121.08,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
757,17.59858702633269,66.0,66.0,125.88,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
758,17.59858702633269,66.0,66.0,143.16,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
759,17.59858702633269,66.0,66.0,134.1,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
760,17.59858702633269,66.0,66.0,131.69387755102042,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
761,17.59858702633269,66.0,66.0,138.4313725490196,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
762,17.59858702633269,66.0,66.0,150.9607843137255,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
763,17.59858702633269,66.0,66.0,142.9591836734694,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
764,17.59858702633269,66.0,66.0,134.16,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
765,17.59858702633269,66.0,66.0,142.5625,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
766,17.59858702633269,66.0,66.0,137.8,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
767,17.59858702633269,66.0,66.0,133.89583333333334,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
768,17.59858702633269,66.0,66.0,126.29787234042553,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
769,17.59858702633269,66.0,66.0,159.80392156862746,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
770,17.59858702633269,66.0,66.0,158.66,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
771,17.59858702633269,66.0,66.0,122.40816326530613,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
772,17.59858702633269,66.0,66.0,137.9,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
773,17.59858702633269,66.0,66.0,134.6530612244898,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
774,17.59858702633269,66.0,66.0,157.25,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
775,17.59858702633269,66.0,66.0,121.52,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
776,17.59858702633269,66.0,66.0,170.44897959183675,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
777,17.59858702633269,66.0,66.0,145.61702127659575,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
778,17.59858702633269,66.0,66.0,127.77551020408163,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
779,17.59858702633269,66.0,66.0,153.3673469387755,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
780,17.59858702633269,66.0,66.0,121.66,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
781,17.59858702633269,66.0,66.0,124.27659574468085,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
782,17.59858702633269,66.0,66.0,132.6122448979592,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
783,17.59858702633269,66.0,66.0,147.16326530612244,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
784,17.59858702633269,66.0,66.0,135.6122448979592,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
785,17.59858702633269,66.0,66.0,128.3877551020408,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
786,17.59858702633269,66.0,66.0,146.55102040816325,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
787,17.59858702633269,66.0,66.0,130.20408163265307,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
788,17.59858702633269,66.0,66.0,136.81632653061226,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
789,17.59858702633269,66.0,66.0,140.1,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
790,17.59858702633269,66.0,66.0,144.53061224489795,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
791,17.59858702633269,66.0,66.0,127.45833333333333,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
792,17.59858702633269,66.0,66.0,135.14285714285714,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
793,17.59858702633269,66.0,66.0,125.24489795918367,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
794,17.59858702633269,66.0,66.0,131.6530612244898,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
795,17.59858702633269,66.0,66.0,150.32,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
796,17.59858702633269,66.0,66.0,148.88,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
797,17.59858702633269,66.0,66.0,148.0204081632653,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
798,17.59858702633269,66.0,66.0,143.50980392156862,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
799,17.59858702633269,66.0,66.0,129.12244897959184,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
800,17.59858702633269,66.0,66.0,141.22,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
801,17.59858702633269,66.0,66.0,143.3921568627451,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
802,17.59858702633269,66.0,66.0,125.0,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
803,17.59858702633269,66.0,66.0,136.64,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
804,17.59858702633269,66.0,66.0,138.28571428571428,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
805,17.59858702633269,66.0,66.0,130.57142857142858,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
806,17.59858702633269,66.0,66.0,126.46,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
807,17.59858702633269,66.0,66.0,145.6,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
808,17.59858702633269,66.0,66.0,127.02127659574468,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
809,17.59858702633269,66.0,66.0,142.91666666666666,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
810,17.59858702633269,66.0,66.0,134.47058823529412,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
811,17.59858702633269,66.0,66.0,137.80392156862746,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
812,17.59858702633269,66.0,66.0,142.20408163265307,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
813,17.59858702633269,66.0,66.0,134.73469387755102,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
814,17.59858702633269,66.0,66.0,123.68085106382979,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
815,17.59858702633269,66.0,66.0,129.79591836734693,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
816,17.59858702633269,66.0,66.0,122.04,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
817,17.59858702633269,66.0,66.0,155.7,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
818,17.59858702633269,66.0,66.0,143.2549019607843,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
819,17.59858702633269,66.0,66.0,132.82978723404256,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
820,17.59858702633269,66.0,66.0,131.24,"[[8, 15, 7, 10, 14, 13, 11, 12], [6, 8], [4, 5], [6, 3, 2], [4, 2, 1], [15, 9]]"
